,Date,Open,High,Low,Close,Adj Close,Volume,Name,Change,RSI,OBV,OBV_Regression,Close_Regression,OBV_Regression_err,Close_Regression_err,EMA26,EMA12,MACD
40,2020-12-15,643.280029296875,646.9000244140625,623.7999877929688,633.25,633.25,45071500,TSLA,-6.58001708984375,79.59978754025822,120102000,34.23049895370351,6.73146493094308,2694481.327697849,1.156733612823214,556.9662539110864,604.4524317970744,47.48617788598801
41,2020-12-16,628.22998046875,632.5,605.0,622.77001953125,622.77001953125,42095800,TSLA,-10.47998046875,71.4106929326459,78006200,31.03163916632942,5.6027143205915175,2755672.1811313075,1.057970629290495,561.8406069199873,607.2705222177168,45.42991529772951
42,2020-12-17,628.1900024414062,658.8200073242188,619.5,655.9000244140625,655.9000244140625,56270100,TSLA,33.1300048828125,70.64337692248681,134276300,29.28119580475035,4.772107805524553,2846293.7335335384,1.0991269578574538,568.8079711788076,614.7519840940777,45.94401291527004
43,2020-12-18,668.9000244140625,695.0,628.5399780273438,695.0,695.0,222126200,TSLA,39.0999755859375,77.91374491230079,356402500,28.34803409615086,5.061072649274553,2856032.9123858367,1.1100621771934482,578.1555288692664,627.0978326949888,48.94230382572243
44,2020-12-21,666.239990234375,668.5,646.0700073242188,649.8599853515625,649.8599853515625,58045300,TSLA,-45.1400146484375,76.81954022284762,298357200,48.15701835280982,6.371037074497767,4075243.827610915,1.244171155773764,583.4669700901773,630.5997023344617,47.1327322442844
45,2020-12-22,648.0,649.8800048828125,614.22998046875,640.3400268554688,640.3400268554688,51716000,TSLA,-9.51995849609375,66.56722599760904,246641200,64.09844124792743,5.643500191824776,4181867.504783358,1.26748988028733,587.6797891098284,632.098213799232,44.41842468940354
46,2020-12-23,632.2000122070312,651.5,622.5700073242188,645.97998046875,645.97998046875,33173000,TSLA,5.63995361328125,65.2264550917429,213468200,64.71340671065637,4.874465288434709,4180171.452437302,1.3380386692916644,591.9983218030819,634.2338702099271,42.23554840684517
47,2020-12-24,642.989990234375,666.0900268554688,641.0,661.77001953125,661.77001953125,22865600,TSLA,15.7900390625,64.45998998741463,190602600,64.67430568398684,3.5925005231584817,4181086.1136302645,1.2691614485170672,597.1665957088721,638.470200874746,41.30360516587382
48,2020-12-28,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062,663.6900024414062,32278600,TSLA,1.91998291015625,61.49896870979295,222881200,54.08562638336563,3.1314296177455354,4329816.72412765,1.2352475906453633,602.0942554668377,642.3501703465398,40.25591487970212
49,2020-12-29,661.0,669.9000244140625,655.0,665.989990234375,665.989990234375,22910800,TSLA,2.29998779296875,55.91601412218457,199970400,41.140246681190895,2.6358217511858255,4197787.327961668,1.1904113592935124,606.8272728570256,645.9870657138991,39.15979285687354
50,2020-12-30,672.0,696.5999755859375,668.3599853515625,694.780029296875,694.780029296875,42846000,TSLA,28.7900390625,66.87387244388351,242816400,29.967931042079893,3.1873929704938613,4199990.837073166,1.1432764430541709,613.3422918525699,653.4936754958953,40.1513836433254
51,2020-12-31,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,705.6699829101562,49649900,TSLA,10.88995361328125,75.422963017677,292466300,31.048680708702985,4.604179382324219,4198187.407080506,1.053743951139278,620.1813800790578,661.5207997134739,41.33941963441612
52,2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,729.77001953125,48638200,TSLA,24.10003662109375,77.42631008880694,243828100,46.55883512578806,4.835713849748884,3982897.3318340275,1.0874491870407679,628.2990570755165,672.0206796854394,43.72162260992286
53,2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,735.1099853515625,32245200,TSLA,5.3399658203125,78.42152327180938,211582900,45.685822694705706,5.953785705566406,3996272.1728083137,1.1967838693153932,636.210977688557,681.7267267109968,45.51574902243976
54,2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875,755.97998046875,44700000,TSLA,20.8699951171875,78.58847088748219,256282900,32.96753787729519,6.350570460728235,4072050.3176378817,1.2513696431598147,645.082755672275,693.1503042121897,48.0675485399147
55,2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,816.0399780273438,51498900,TSLA,60.05999755859375,85.49285178681679,307781800,31.209056773564807,7.674820164271762,4075611.1396400183,1.309495665942672,657.7462536245023,712.0564078760596,54.310154251557265
56,2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125,880.02001953125,75055500,TSLA,63.98004150390625,88.18406028136141,382837300,27.86615182026538,9.897748020717076,3991210.2086828183,1.6963028930747548,674.2109770250022,737.8969635153196,63.68598649031742
57,2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,811.1900024414062,59301600,TSLA,-68.83001708984375,85.5103626787909,323535700,24.539619466250834,12.767927551269532,3789269.7656959346,2.333689145979116,684.3575715002913,749.1728156577944,64.81524415750312
58,2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062,849.4400024414062,46270700,TSLA,38.25,81.34442874065286,277265000,16.52559438807831,13.94517822265625,3497225.415841269,2.2140583656156947,696.5858997181517,764.598536701427,68.01263698327523
59,2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312,854.4099731445312,33312500,TSLA,4.969970703125,92.0145446862759,243952500,30.471238609462965,16.64121398925781,2788169.1039372557,1.682065347021069,708.2765718238095,778.4156807695967,70.13910894578726
60,2021-01-14,843.3900146484375,863.0,838.75,845.0,845.0,31266300,TSLA,-9.40997314453125,91.90998951517402,212686200,33.671877611701504,17.62021288190569,2596067.5655856733,1.517592536343721,718.404233170194,788.6594221896588,70.25518901946486
61,2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312,826.1599731445312,38777600,TSLA,-18.84002685546875,86.36645649756025,251463800,26.8264266088811,17.36142796107701,2928401.9465307654,1.567239894892011,726.3861398349596,794.4287377211776,68.042597886218
62,2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688,844.5499877929688,25367000,TSLA,18.3900146484375,85.78535750784117,226096800,20.676228139548,16.06185542515346,3005392.9451584294,1.8427860045438695,735.1390174614788,802.139699270684,67.00068180920516
63,2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312,850.4500122070312,25665900,TSLA,5.9000244140625,86.35314167781685,251762700,7.602218500234462,15.029677254813054,3042309.4925441584,1.9822931342980674,743.6805726278161,809.5720551070451,65.89148247922901
64,2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375,844.989990234375,20521100,TSLA,-5.46002197265625,85.46660569317353,231241600,1.5198960354714286,13.5470707484654,3010918.6604183195,2.0853428179045164,751.1849739320056,815.0209682035575,63.83599427155184
65,2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375,846.6400146484375,20066500,TSLA,1.6500244140625,83.39679669737559,211175100,-10.744774129715466,11.32667759486607,2808802.4220400075,2.1261852431489934,758.2557176887783,819.8854368873851,61.629719198606836
66,2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688,880.7999877929688,41173400,TSLA,34.15997314453125,83.42796884686095,252348500,-20.037750630387638,9.330821881975448,2753101.1726059774,2.1409188127249448,767.3330710298294,829.256906257475,61.923835227645554
67,2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,883.0900268554688,23131600,TSLA,2.2900390625,83.6897488119484,229216900,-16.87180458049137,7.957749938964841,2773369.502876154,1.9857616340098594,775.9076603502472,837.5389248110125,61.63126446076535
68,2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312,864.1599731445312,27334000,TSLA,-18.9300537109375,79.4979261826157,256550900,-22.58297656947775,6.705037144252233,2671173.411423492,1.840186239381841,782.4448687053792,841.634470708477,59.189602003097775
69,2021-01-28,820.0,848.0,801.0,835.4299926757812,835.4299926757812,26378000,TSLA,-28.72998046875,65.90925732842592,230172900,-29.197871558617948,4.584072004045758,2322684.363309541,1.5559014301238492,786.3696927031868,840.6799356265238,54.310242923337
70,2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875,793.530029296875,34990800,TSLA,-41.89996337890625,40.345883429040306,265163700,-33.58899121922713,1.8802501133510041,2177275.8037591884,1.249820450799402,786.9000880064231,833.4261038835009,46.52601587707784
71,2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938,839.8099975585938,25391400,TSLA,46.27996826171875,41.66258651848694,239772300,-26.112247329770316,-0.43882097516741064,2349356.143742999,1.534468868719426,790.8193405658432,834.4082413719767,43.58890080613355
72,2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438,872.7899780273438,24346200,TSLA,32.97998046875,56.5663423632404,215426100,-10.550460931325851,0.3075010027204241,1637121.9837073218,1.433297841062602,796.8912396370655,840.3131239343409,43.42188429727537
73,2021-02-03,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,854.6900024414062,18343500,TSLA,-18.0999755859375,53.21592911356402,197082600,-3.707021970315052,0.05535779680524553,1198978.1058230656,1.379158386603395,801.172629474424,842.5249513969663,41.35232192254239
74,2021-02-04,855.0,856.5,833.4199829101562,849.989990234375,849.989990234375,15812700,TSLA,-4.70001220703125,50.683087431140635,181269900,-3.647890876304326,0.22357243129185264,1195393.8482255805,1.381132261732387,804.7887302714574,843.6734189104138,38.88468863895639
75,2021-02-05,845.0,864.77001953125,838.969970703125,852.22998046875,852.22998046875,18566600,TSLA,2.239990234375,54.3143676606611,199836500,-8.749290833450269,0.3975359235491071,1377519.1955218357,1.3752557790161983,808.3028969527384,844.9898129963117,36.68691604357332
76,2021-02-08,869.6699829101562,877.77001953125,854.75,863.4199829101562,863.4199829101562,20161700,TSLA,11.19000244140625,56.02509815884754,219998200,-14.849441934662645,0.3744284493582589,1262914.363921617,1.375131673477288,812.3856440606953,847.8252237522878,35.439579691592485
77,2021-02-09,855.1199951171875,859.7999877929688,841.75,849.4600219726562,849.4600219726562,15157700,TSLA,-13.9599609375,52.54396574721971,204840500,-12.884008951952792,0.06696319580078125,1281298.9310572622,1.3356374843924315,815.1318942763962,848.076731170806,32.94483689440983
78,2021-02-10,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,804.8200073242188,36216100,TSLA,-44.6400146484375,44.97534258333548,241056600,-15.741469724608818,-0.1971435546875,1226351.640528189,1.3296550381185648,814.3680507984571,841.4218505790234,27.053799780566237
79,2021-02-11,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,811.6599731445312,21622800,TSLA,6.8399658203125,41.52895444757101,219433800,-10.257189331188272,-1.426214381626674,1357775.3234675135,1.4797665771016666,814.1674524537219,836.8431002044862,22.675647750764256
80,2021-02-12,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,816.1199951171875,23768300,TSLA,4.46002197265625,38.10909544270958,243202100,-10.069240648470997,-2.4773223876953123,1360621.6534131549,1.494459156583402,814.3120852436082,833.6549301910557,19.342844947447475
81,2021-02-16,818.0,821.0,792.4400024414062,796.219970703125,796.219970703125,19802300,TSLA,-19.9000244140625,30.963437166974614,223399800,-9.574552890602124,-3.250750514439174,1384295.5197424297,1.461068955244481,812.9719286109797,827.8957056544509,14.923777043471205
82,2021-02-17,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,798.1500244140625,25996500,TSLA,1.9300537109375,30.860327289621353,249396300,-6.321663351836471,-3.436679949079241,1373246.4818702282,1.483363923007288,811.8740097815785,823.3194470020835,11.445437220505028
83,2021-02-18,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,787.3800048828125,17957100,TSLA,-10.77001953125,34.182938315458614,231439200,-2.619254482561575,-3.2068568638392856,1466594.056638545,1.4551977362183417,810.0596390483365,817.7903020606572,7.730663012320633
84,2021-02-19,795.0,796.7899780273438,777.3699951171875,781.2999877929688,781.2999877929688,18958300,TSLA,-6.08001708984375,40.17536222599528,250397500,2.34794159087802,-3.483785792759486,1375614.0520152228,1.480929696244751,807.9292945109019,812.1764075579359,4.247113047034077
85,2021-02-22,762.6400146484375,768.5,710.2000122070312,714.5,714.5,37269700,TSLA,-66.79998779296875,31.675006253470315,287667200,6.390706966161348,-4.4593575613839285,1396377.1702736877,1.4624244048130188,801.0086060286128,797.149267933638,-3.8593380949747598
86,2021-02-23,662.1300048828125,713.6099853515625,619.0,698.8400268554688,698.8400268554688,66606900,TSLA,-15.65997314453125,10.465544753560494,354274100,19.478793948084043,-8.108749389648436,1212598.542911106,1.2524386190166423,793.4405631268984,782.0247693062274,-11.415793820670956
87,2021-02-24,711.8499755859375,745.0,694.1699829101562,742.02001953125,742.02001953125,36767000,TSLA,43.17999267578125,13.359073636231841,317507100,36.747577157633366,-10.545105634416853,1575848.9007420782,1.2630286771219195,789.6316339716651,775.8701924177694,-13.76144155389568
88,2021-02-25,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,682.219970703125,39023900,TSLA,-59.800048828125,13.573543842836457,356531000,44.17090116329377,-10.456212724958148,1458978.0007211813,1.2726432433824872,781.6752144702918,761.4624660001318,-20.212748470160022
89,2021-02-26,700.0,706.7000122070312,659.510009765625,675.5,675.5,41089200,TSLA,-6.719970703125,11.636971046770611,397620200,52.017106664417625,-11.912427629743304,1520947.726480432,1.29995998022911,773.8103837687888,748.2374712308807,-25.57291253790811
90,2021-03-01,690.1099853515625,719.0,685.0499877929688,718.4299926757812,718.4299926757812,27136200,TSLA,42.92999267578125,15.903604357458107,370484000,59.892405108598496,-13.054963466099329,1743835.7692551313,1.241090831476421,769.7081325767142,743.651705299327,-26.05642727738723
91,2021-03-02,718.280029296875,721.1099853515625,685.0,686.4400024414062,686.4400024414062,23732200,TSLA,-31.989990234375,17.912286408778186,346751800,63.28889674708787,-12.437071228027342,1703855.5563805413,1.3798583462502794,763.5401229370617,734.8499048596468,-28.690218077414897
92,2021-03-03,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,653.2000122070312,30208000,TSLA,-33.239990234375,17.668218573510103,376959800,63.63641007538797,-11.821357291085377,1688974.3763899265,1.391157925207149,755.3667814015039,722.2883829130906,-33.07839848841331
93,2021-03-04,655.7999877929688,668.4500122070312,600.0,621.4400024414062,621.4400024414062,65919500,TSLA,-31.760009765625,16.73284807428854,442879300,63.348701996730824,-11.803427777971537,1693214.256933943,1.3898966817845797,745.4462792563115,706.7732474559083,-38.67303180040324
94,2021-03-05,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,597.9500122070312,89396500,TSLA,-23.489990234375,13.38820547373895,532275800,73.12200222276758,-13.153998892647879,1640293.5521880754,1.370826580355846,734.5206298452538,690.0312112637733,-44.489418581480436
95,2021-03-08,600.5499877929688,620.1300048828125,558.7899780273438,563.0,563.0,51787000,TSLA,-34.95001220703125,12.429883439552768,480488800,87.2559495798308,-14.241463579450334,2155294.1390001797,1.4039639419989272,721.8153980048646,670.4879479924236,-51.32745001244098
96,2021-03-09,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,673.5800170898438,67523300,TSLA,110.58001708984375,22.828419561469133,548012100,92.95939657927873,-15.31199951171875,2039092.912616126,1.522051270743639,718.2424068259742,670.9636509304883,-47.278755895485915
97,2021-03-10,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,668.0599975585938,60605700,TSLA,-5.52001953125,33.83999814939614,487406400,100.0,-13.282607160295758,2135601.8579425644,2.0561612068887904,714.5251913246867,670.5169350271199,-44.008256297566845
98,2021-03-11,699.4000244140625,702.5,677.1799926757812,699.5999755859375,699.5999755859375,36253900,TSLA,31.53997802734375,36.840450665075245,451152500,97.64273143119975,-10.898071071079798,2211821.9079453475,2.3412768355113878,713.419619788483,674.9912489592457,-38.42837082923734
99,2021-03-12,670.0,694.8800048828125,666.1400146484375,693.72998046875,693.72998046875,33583800,TSLA,-5.8699951171875,42.84996366782641,417568700,84.24452764590623,-7.568143136160713,2570270.3654833557,2.6858343045518063,711.9611279870213,677.8741307299387,-34.08699725708266
100,2021-03-15,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,707.9400024414062,29335600,TSLA,14.21002197265625,49.09175479688107,388233100,65.57933529505672,-4.245179748535156,3019396.8696441716,2.6923608816661657,711.6632668354943,682.4996494547798,-29.163617380714413
101,2021-03-16,703.3499755859375,707.9199829101562,671.0,676.8800048828125,676.8800048828125,32195700,TSLA,-31.05999755859375,45.56490895059879,420428800,45.62207849965484,-2.162786865234375,3478252.026894765,2.8522190771332716,709.0867289130733,681.6350887514003,-27.451640161673026
102,2021-03-17,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,701.8099975585938,40372500,TSLA,24.92999267578125,46.33424090168053,460801300,37.091745770490036,-1.2808931623186384,3633409.9046199545,2.8583450028195316,708.5477117757044,684.738920875584,-23.80879090012047
103,2021-03-18,684.2899780273438,689.22998046875,652.0,653.1599731445312,653.1599731445312,33224800,TSLA,-48.6500244140625,49.7623122226466,427576500,27.21165616478143,1.536393083844866,3504537.883691858,2.6368328129841117,704.4449163215435,679.8806212246527,-24.56429509689076
104,2021-03-19,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,654.8699951171875,42894000,TSLA,1.71002197265625,42.710699850214105,470470500,16.22517639073616,1.572463117327009,3491020.162073757,2.633156029664511,700.7726999360356,676.032832592735,-24.739867343300602
105,2021-03-22,684.5900268554688,699.6199951171875,668.75,670.0,670.0,39512200,TSLA,15.1300048828125,43.278666432284226,430958300,14.932743593106345,1.5630702427455356,3481322.0796202603,2.633963482311973,698.4932406815144,675.104704501545,-23.38853617996938
106,2021-03-23,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,662.1599731445312,30491900,TSLA,-7.84002685546875,49.303767675090896,400466400,3.7968514707956142,3.232177298409598,3373089.4007001114,2.3437177343491853,695.8018875306268,673.1132073696967,-22.688680160930062
